time,emission,state
0.02950941640769749,2.834832664450805,1
0.181985692833181,1.9665751824282647,1
0.10413665837559878,2.13932967356062,1
0.002105252266984349,2.1656464007992158,1
0.14423352205557682,1.636846205575421,1
0.004035972154466307,2.161922469638707,1
0.07728582478942501,2.147585214891413,1
0.0597367459203596,2.5479111746837724,1
0.0861352478912234,1.6828044937992759,1
0.04035942361146815,1.9739883473945168,1
0.13999910587297879,1.9771524212627436,2
0.054198349113351245,3.861704409700875,0
0.02855265272503287,3.6540901784156805,0
0.12228523619167482,2.0712841662198116,1
0.09417821691071437,2.3308440545810427,1
0.06631595728742867,2.074501894223729,1
0.05661622439391394,2.0007206087335105,1
0.43052564425928946,2.3185674486803096,1
0.2446819367669004,1.3671059156078615,1
0.2616557671545879,1.8392442376377394,1
0.12396448293589939,2.0857976767980335,1
0.10444204755269983,2.497485024045492,1
0.4040044058848883,2.011956389919339,1
0.01455336935709842,1.9453096378291765,1
0.12040111960034883,2.33491171637134,1
0.062073418587200356,2.126552655829615,1
0.0030808968263795885,1.9819895353872046,1
0.24125729165835463,2.2850441945056197,2
0.14927244620418806,2.3806732436114606,2
0.06393036466331818,2.321639368040818,2
0.10898306404143897,2.6028129765062498,4
0.0744745450764491,2.8305726562637883,4
0.022465794411135057,2.805879551354499,4
0.46317429684391853,2.9303000008659286,0
0.00803441277981125,3.507850896485641,0
0.011251494493319934,3.3952494422385895,0
0.003619950442311944,3.340182108485866,0
0.43001395731993863,2.2942267733096857,1
0.10185155299958497,2.7194267846707634,1
0.260367745239972,2.1177767384688324,1
0.038439858472848,1.843493111828719,1
0.01932115827633467,1.9555373364793887,1
0.11185109694162758,2.218590316922404,2
0.12350756120586226,2.304500894499773,2
0.0700122775991015,2.3706743756975617,2
0.09505568830451268,2.9402622460811694,0
0.05040864785739167,3.299814742692705,0
0.02242799089155546,3.450232556147961,0
0.07523356257522286,2.024534184155601,1
0.19796876876652003,1.791653245851182,1
0.06382116664799581,2.3132581345834247,2
0.16564658882745772,2.223068494664889,1
0.29370694478099885,2.621848104069068,2
0.05503995586062346,2.2907806612730135,2
0.002331567079714599,2.4539174276626907,2
0.14314707951492248,2.3590606682965145,2
0.10715896835126634,1.9266753349575667,2
0.02661243029923516,1.5798407665673482,2
0.33139131619838275,3.203774715605868,3
0.07550857883764309,3.1159739391099714,3
0.21741750161931422,2.778563480285186,3
