time,emission,state
0.1988346783238813,0.9561991680092043,4
0.17986691770996133,3.392466050824835,3
0.1247912641404708,5.162938292944244,3
0.1306557374358504,2.722076820720829,3
0.5068713077256208,0.9337918766334776,4
0.0514336077545243,7.460361298936322,4
0.00742322031938612,-1.0893588378456092,4
0.06585693579734414,1.2714368625103831,4
0.21064736050457306,0.44270492268827644,1
0.11812470218148667,2.7398559154228264,4
0.14820989233512377,4.3734414604086425,4
0.008507908152126825,3.9865982781288087,4
0.019427417727745033,2.011812764179928,4
0.1705268245051797,3.297758846866572,4
0.07035493861148694,5.003892128992955,4
0.05814466648808572,3.39243946967692,4
0.06892259158626265,-1.5539142848525436,2
0.04801024373072478,-0.2428653757312209,2
0.010715360452349243,1.4953456628630708,2
0.1535699060383886,4.800906876074069,0
0.04596773616373994,3.08170611763473,0
0.046262229222918394,5.622886178236433,0
0.009069755005015327,3.372223701942324,0
0.09179157385472742,2.5538665582254865,0
0.10621935094528935,2.716775117506255,0
0.05648305575267433,2.8646202927398705,0
0.03766594019525449,5.643683582706837,0
0.006977627496178449,6.464400486005593,0
0.04023992609072122,1.0471905203623537,0
0.0882934401784152,3.398980687958834,0
0.05207795069256323,0.7094265742509758,4
0.11654241040516068,5.011191436972486,2
0.06999020760160651,0.29706753313371226,2
0.049060893691049,3.1612720923565307,4
0.005182862131491678,0.7368840679871549,4
0.09701772460462889,4.002870371338682,4
0.021931981043537597,1.8110081120022814,4
0.054839095227118814,-0.31692191937071357,4
0.0648411157610642,4.597873295961863,4
0.019684556204772413,4.535040118689677,4
0.08926914533543853,6.34325089592369,4
0.06178202052864282,3.1126549469376226,4
0.13326561771868747,2.6984382451523437,0
0.09462103221529337,3.4413031699623597,3
0.10277679099403103,3.6622751542295227,3
0.5436640517930923,0.591116667232763,1
0.01342822569995298,1.4219653003238109,1
0.19204761943251283,3.987575773659853,4
0.22148962296023375,1.726228114780614,4
0.14842485051336307,3.782278615538836,1
0.12424737566588111,2.81310386613559,1
0.05167429808532192,6.008162272117493,1
0.12089645282575803,3.12513305062658,3
0.12477483087513855,0.6927808207933643,3
0.20551337603432696,5.343228812923274,3
0.05379681889251431,3.062705262856833,4
0.20447676359552697,1.6368325534513086,3
0.3766618549264605,-0.6799343659268007,0
0.34199507219875513,6.187149190838876,0
0.3728329108509751,4.342163697217817,1
0.03938904752055238,2.620036753397885,1
0.07439510458392097,2.7913324141710008,1
0.12456873831932312,4.73959304792142,4
0.5705365412682947,4.7920700939692855,4
0.33949889328591903,1.9766935512167323,3
0.30985497128889766,-0.18612219942588348,3
0.07057221136502759,5.16052812083082,3
0.10166302578932893,3.754787545399039,2
0.6990325634890041,5.663421534044367,2
0.048314647979507394,3.6946984227171447,0
0.1238367061202521,3.6871157016462486,0
0.26114087743679737,1.6620928003823547,3
0.06294875131220931,3.661808360166173,3
0.08739896077766021,2.3547651490961794,3
0.3108807213949852,2.3213841677706615,3
0.13280622014602703,5.67038449920712,0
0.010415694355705975,2.7215886972823116,0
0.7267710782573084,3.045923731224484,4
0.0948225668410349,5.585161325255038,3
0.06799900002255158,4.504632518190826,2
0.10528584333423922,2.711679255828557,2
0.2005168453335396,4.771432248874514,2
0.13350948637344787,4.730840563281957,2
0.07321161422969082,2.494867650711192,2
0.15580365824671794,5.449207656891317,0
0.918078508209296,2.65926913854931,1
0.011301531602371868,3.7208960813015164,1
0.08262760963857045,1.3405937820009213,4
0.006670221978408477,3.7218209884684645,4
0.1252106764935685,2.4940980980847076,3
0.04158557110807192,4.1940958323934545,3
0.22698415926073764,3.3666344335261575,2
0.022534852146926257,2.5616666049585377,2
0.11174051698512051,3.2712092597843165,2
0.07548576734208023,5.133136393914413,2
0.005993193586355893,6.009862460636267,0
0.03804511875718652,4.325619743569397,0
0.015310341215754069,5.768038561157491,0
0.011735076276835715,1.5126306727383807,0
0.060396304303924064,3.2266819029739584,3
0.04341838557894742,3.2895509304848227,3
0.22151991669180673,2.6556126969036806,3
0.14468647907072,4.039354290281687,3
0.3909151220217596,-0.5288276902014255,3
0.06902327460152013,6.07222447548924,3
0.06426077700271998,4.304162384246731,3
0.1551728059490769,3.28582998860784,3
0.08332298627409745,5.424836730193839,3
0.03935251548496799,2.5736910559368753,3
0.14916571592796693,5.068896181817249,3
0.11540892335571969,3.1177052362110578,3
0.16187629922194433,2.535264806606416,0
0.1721657033007519,0.3643040621985403,4
0.048472026102351316,1.3849706510584185,4
0.0015062068165127205,4.173312060934393,4
0.03988407912757338,5.347468436977087,1
0.2021773831615709,3.8164590523882698,2
0.09887029934483213,4.694174953236416,4
0.16429069502580365,5.855529249563329,4
0.06207458178013721,1.6441309745759856,4
0.16818067902968617,6.806096959313098,4
0.5355637551800195,1.2431297063168174,3
0.12144343646296218,6.276316562678764,3
0.007441321051298874,0.23080045850832143,3
0.18010725552905282,-0.8354520616384278,3
0.10590580140972458,1.5299720948347026,3
0.08009880968752073,-1.5479813661838095,3
0.23309366646114635,4.10274076088872,0
0.2021322125701279,3.299876361937205,3
