var_0,time,state
0.8234193700961955,0.007987234460063051,0.5388504208642644
0.7285909942863036,0.058992883417451236,0.5852838569886283
-0.9677046257397566,0.03707584693712411,-0.6277435826289657
-0.5946399991616462,0.03581562222212697,-0.6277435826289657
-0.6853049401956206,0.017389285653544556,-0.6277435826289657
0.8612362783360863,0.06058963296275113,-0.7770208742468654
0.06925231988743719,0.035079735677879746,-0.7770208742468654
-0.5283896929154264,0.00020481525431872676,-0.7770208742468654
0.989721324785763,0.02916993232140401,0.07040473950561243
0.026597792762042022,0.05029565295290144,0.07040473950561243
1.083364487463178,0.00012330433692397884,0.07040473950561243
2.101224044977016,0.03414794253538035,0.5852838569886283
0.7119422661507127,0.024959180461035856,0.5852838569886283
-0.6100594777972754,0.01961625679615396,0.5852838569886283
0.6361136927017322,0.03429670297705399,0.5852838569886283
0.6858349540994234,0.015874703538281267,0.5852838569886283
-0.4994032945295419,0.005443010463585776,0.5852838569886283
0.2583674622720309,0.02369865347244474,0.5852838569886283
0.5297018531361428,0.007558624727717757,0.5852838569886283
-0.141647349182913,0.02259600539764758,0.5852838569886283
0.27976947419324183,0.04171897773272606,0.5852838569886283
-0.3294222889502687,0.04257118370517625,0.5852838569886283
0.33109274937568683,0.00039358159898923164,0.5852838569886283
0.42838365967546477,0.0061798803716535036,0.11308566146103094
0.17875928099537158,0.01171630141562081,0.11308566146103094
-0.058670442069954254,0.002836224647010903,0.11308566146103094
-0.6166601636273885,0.005398395006982281,0.11308566146103094
0.9939397815164144,0.05007134175040411,0.11308566146103094
2.35155508365765,0.014678554961019965,0.11308566146103094
0.44942704524601995,0.01703627222842678,0.11308566146103094
0.6533049981405168,0.032803597100510666,0.11308566146103094
-0.14704477591403115,0.03315319819281219,0.11308566146103094
0.06398062072980408,0.006555873855018628,0.11308566146103094
-0.43202879594458016,0.0831290212251361,-0.6277435826289657
-1.10259329830797,0.01397868808854705,-0.6277435826289657
-1.175465306606011,0.02112675487798325,-0.6277435826289657
0.3716886419164587,0.02584261700650169,-0.6277435826289657
0.3361046997599533,0.02585669183915584,-0.6277435826289657
