var_0,time,state
-0.26663214388167084,0.01934988773806987,0.1747008536742105
-1.0024089457089487,0.11559519670929726,-0.8275062024299205
-1.191612446024222,0.18386113506604163,-0.8275062024299205
-1.0193128965579816,0.02631747226626435,-0.8275062024299205
-1.0437059990494035,0.03466369330376571,-0.8275062024299205
-0.3068055625768224,0.11582078848225086,-0.5810618853233755
-0.9760971097517798,0.263671383515496,-0.9557696873649537
-1.2077232127614348,0.24865932833388701,-0.9557696873649537
-0.8630836921617038,0.15360272065974365,-0.9557696873649537
-1.2916506883072076,0.18295994030676627,-0.9557696873649537
-0.9487613075944675,0.16531946648906806,-0.9557696873649537
-0.9660122565965668,0.16634372069709108,-0.9557696873649537
-0.9936794900145968,0.024624425266402867,-0.9557696873649537
-0.996395321251727,0.3200778549926813,-0.9557696873649537
-0.6031881849198047,0.15131969212838098,-0.9557696873649537
-1.1237011001723618,0.1025954413053156,-0.9557696873649537
-0.9931754113017923,9.751177131231057e-05,-0.9557696873649537
-1.1255817109280855,0.010926041302253595,-0.9557696873649537
-1.052085786925303,0.05780753503665898,-0.9557696873649537
-1.3474356469348114,0.11160374253809854,-0.9557696873649537
-1.0265856620756377,0.018235861766986328,-0.9557696873649537
-1.0795732320129903,0.1277059626930429,-0.9557696873649537
-1.1350688423192459,0.021392871895040834,-0.9557696873649537
-0.5381097939448346,0.21200699374455545,-0.5810618853233755
-0.6560551824166698,0.19392050948858458,-0.5810618853233755
-0.5530571635174367,0.01195547186262319,-0.5810618853233755
-0.7283698871272946,0.24417489685877708,-0.8527101863750748
-0.8177495284337205,0.09166366514854445,-0.8527101863750748
-0.9024492239052898,0.06056031479468514,-0.8527101863750748
-1.0588625438389172,0.06232519987773504,-0.8527101863750748
-0.6692396095855866,0.16330437592424796,-0.5810618853233755
-0.8332931823206475,0.05685289375678456,-0.9557696873649537
-0.850621221917362,0.26659146092528313,-0.9557696873649537
-1.0629293580654113,0.14631148976261404,-0.9557696873649537
-0.8891330079252043,0.06042428566206078,-0.9557696873649537
-0.9813776131302605,0.15557831141439626,-0.9557696873649537
-1.2861863300906293,0.14895307895406462,-0.9557696873649537
-1.2166362583844317,0.04164917741173466,-0.9557696873649537
-0.8194289502166628,0.008134910156336782,-0.9557696873649537
-0.777317273672155,0.18156231294232367,-0.9557696873649537
-0.9393679001224151,0.09456812937075526,-0.9557696873649537
-1.0080866603966125,0.2560222077854331,-0.9557696873649537
-0.8944676175766825,0.10448601079697915,-0.9557696873649537
-1.1317604764421476,0.10132305560185115,-0.9557696873649537
-1.103640066128372,0.057955083088662554,-0.9557696873649537
