time,emission,state
0.14696253435799803,4.483176492987251,0
0.16059266707789882,3.788629381083851,0
0.26543800005368434,3.0816958780428756,0
0.09793481856657256,3.6368522254445965,0
0.0319677558743375,2.7924704751966827,0
0.020671912475390283,4.046967984543762,0
0.22091724203649132,2.344757130209907,1
0.023491974509504486,1.9941013767252533,1
0.02185479501162905,2.401895277310787,1
0.10881894502062736,1.4024150005182277,1
0.19604057872150202,2.4384695010055704,1
0.006025668482734173,2.3808482653528644,1
0.0785701415282268,2.126556257045653,1
0.13652707392128552,2.3396747797900135,2
0.3296473257913813,3.3211339589406603,3
0.020233128951546935,3.217555717211479,3
0.017891832834345117,2.9174614493965105,3
0.02925569536955048,3.285080595344834,3
0.10571834272073569,2.7867268289824496,3
0.03636324108689508,3.263387159213687,3
0.05137677117732641,2.7247310741422184,3
0.037830079383366,2.560663338853532,3
0.47587426191528404,4.103204457332619,0
0.08319701557054501,2.603144183535889,1
0.06733127124034859,2.037209714587654,1
0.020450545957809797,2.5809063225836075,1
0.23303883629590869,2.234851803262597,2
0.0013168526313472755,1.9027216728664895,2
0.08012058023760349,2.4386177469694634,2
0.013640035364197877,2.7115077441173416,2
0.16096449468394555,2.6448389742159897,2
0.09621042957806594,1.9867450028564004,2
0.17173522557927176,0.6439700888042903,2
0.14029312185938683,2.443413660906983,2
0.08853675562515372,3.058778973196852,2
0.414437289093419,2.551108580128594,4
0.505458060428545,2.020818226279697,1
0.16706292175924597,1.0276352305969567,1
0.3474360383369018,1.724444210864049,1
0.07169537497713564,2.3928452567143297,1
0.16379446598745304,2.0826074671215498,4
0.01671215975161998,2.0643929298985784,4
0.15311768903459846,2.4503214386123187,4
0.2827374997758052,2.905099834778919,4
0.04807637881379765,3.4945913175923224,4
0.12882247901461708,2.550235558060267,4
0.01792068102656037,3.128457662785938,4
0.008926130146724833,2.25500470386173,4
0.009349433533544414,2.906365228618353,4
0.42057041887676455,2.7970745915423016,3
0.19961119187362672,3.5035637891373512,2
0.09992182447565025,2.097363168264156,2
0.0316058409318008,2.2155699968918214,4
0.05641014079352117,3.6189663794877043,0
0.11023014413398723,2.589355720200594,0
0.07355169801853491,3.4475570449911466,0
0.019870794849827986,4.089262877781364,0
0.34311964622917124,3.9977302977689573,0
0.21263613269814743,2.0896379337620763,4
0.3494127578978369,1.8284577098545254,1
0.18490018590674104,2.6383722141385944,2
0.24966854965637547,2.194873980795376,3
0.005717604181038212,2.96835483451955,3
0.1180655369601167,3.37785232383194,3
0.03994480400630152,3.7818106769152,3
0.02714336856200414,3.001180364919491,3
0.047473935369569835,2.8346640996814183,3
0.4054203918779639,2.157642196109125,3
0.044175331484054316,2.9036118666671933,3
0.01640422106809175,3.3627514530689093,3
0.045852779130978065,3.528444764342205,3
